WC_year,ID,Team,WC_Group,Position,Player,Bdate,Age,Caps,Goals,WC_Goals,League,Club
2022,554,Canada,F,Forward,Lucas Cavallini,,29,33,17,0,Canada,Vancouver Whitecaps FC
2022,555,Canada,F,Midfielder,Junior Hoilett,,32,49,14,0,England,Reading
2022,556,Canada,F,Forward,Tajon Buchanan,,23,25,4,0,Belgium,Club Brugge
2022,557,Canada,F,Forward,Iké Ugbo,,24,8,0,0,France,Troyes
2022,558,Canada,F,Midfielder,Atiba Hutchinson (captain),,39,97,9,0,Turkey,Be?ikta?
2022,559,Canada,F,Midfielder,Mark-Anthony Kaye,,27,37,2,0,Canada,Toronto FC
2022,560,Canada,F,Midfielder,Ismaël Koné,,20,5,1,0,Canada,CF Montréal
2022,561,Canada,F,Goalkeeper,James Pantemis,,25,0,0,0,Canada,CF Montréal
2022,562,Canada,F,Forward,Cyle Larin,,27,54,25,0,Belgium,Club Brugge
2022,563,Canada,F,Goalkeeper,Milan Borjan,,35,67,0,0,Serbia,Red Star Belgrade
2022,564,Canada,F,Forward,Alphonso Davies,,22,34,12,0,Germany,Bayern Munich
2022,565,Canada,F,Forward,Jonathan David,,22,34,22,0,France,Lille
2022,566,Canada,F,Midfielder,Jonathan Osorio,,30,56,7,0,Canada,Toronto FC
2022,567,Canada,F,Defender,Richie Laryea,,27,33,1,0,Canada,Toronto FC
2022,568,Canada,F,Midfielder,Liam Millar,,23,16,0,0,Switzerland,Basel
2022,569,Canada,F,Midfielder,David Wotherspoon,,32,10,1,0,Scotland,St Johnstone
2022,570,Canada,F,Defender,Derek Cornelius,,24,14,0,0,Greece,Panetolikos
2022,571,Canada,F,Defender,Joel Waterman,,26,1,0,0,Canada,CF Montréal
2022,572,Croatia,F,Goalkeeper,Dominik Livakovi?,,27,34,0,0,Croatia,Dinamo Zagreb
2022,573,Croatia,F,Defender,Josip Staniši?,,22,7,0,0,Germany,Bayern Munich
2022,574,Croatia,F,Defender,Borna Bariši?,,30,28,1,0,Scotland,Rangers
2022,575,Croatia,F,Forward,Ivan Periši?,,33,116,32,5,England,Tottenham Hotspur
2022,576,Croatia,F,Defender,Martin Erli?,,24,4,0,0,Italy,Sassuolo
2022,577,Croatia,F,Defender,Dejan Lovren,,33,72,5,0,Russia,Zenit Saint Petersburg
2022,578,Croatia,F,Midfielder,Lovro Majer,,24,11,3,0,France,Rennes
2022,579,Croatia,F,Midfielder,Mateo Kova?i?,,28,84,3,0,England,Chelsea
2022,580,Croatia,F,Forward,Andrej Kramari?,,31,74,20,1,Germany,1899 Hoffenheim
2022,581,Croatia,F,Midfielder,Luka Modri? (captain),,37,155,23,2,Spain,Real Madrid
2022,582,Croatia,F,Midfielder,Marcelo Brozovi?,,30,77,7,0,Italy,Internazionale
2022,583,Croatia,F,Goalkeeper,Ivo Grbi?,,26,2,0,0,Spain,Atlético Madrid
2022,584,Croatia,F,Midfielder,Nikola Vlaši?,,25,42,7,0,Italy,Torino
2022,585,Croatia,F,Forward,Marko Livaja,,29,14,3,0,Croatia,Hajduk Split
2022,586,Croatia,F,Midfielder,Mario Pašali?,,27,43,7,0,Italy,Atalanta
2022,587,Croatia,F,Forward,Bruno Petkovi?,,28,23,6,0,Croatia,Dinamo Zagreb
2022,588,Croatia,F,Forward,Ante Budimir,,31,15,1,0,Spain,Osasuna
2022,589,Croatia,F,Forward,Mislav Orši?,,29,21,1,0,Croatia,Dinamo Zagreb
2022,590,Croatia,F,Defender,Borna Sosa,,24,8,1,0,Germany,VfB Stuttgart
2022,591,Croatia,F,Defender,Joško Gvardiol,,20,12,1,0,Germany,RB Leipzig
2022,592,Croatia,F,Defender,Domagoj Vida,,33,100,4,1,Greece,AEK Athens
2022,593,Croatia,F,Defender,Josip Juranovi?,,27,21,0,0,Scotland,Celtic
2022,594,Croatia,F,Goalkeeper,Ivica Ivuši?,,27,5,0,0,Croatia,Osijek
2022,595,Croatia,F,Defender,Josip Šutalo,,22,3,0,0,Croatia,Dinamo Zagreb
2022,596,Croatia,F,Midfielder,Luka Su?i?,,20,4,0,0,Austria,Red Bull Salzburg
2022,597,Croatia,F,Midfielder,Kristijan Jaki?,,25,4,0,0,Germany,Eintracht Frankfurt
2022,598,Morocco,F,Goalkeeper,Yassine Bounou,,31,45,0,0,Spain,Sevilla
2022,599,Morocco,F,Defender,Achraf Hakimi,,24,53,8,0,France,Paris Saint-Germain
2022,600,Morocco,F,Defender,Noussair Mazraoui,,25,14,2,0,Germany,Bayern Munich
2022,601,Morocco,F,Midfielder,Sofyan Amrabat,,26,38,0,0,Italy,Fiorentina
2022,602,Morocco,F,Defender,Nayef Aguerd,,26,21,1,0,England,West Ham United
2022,603,Morocco,F,Defender,Romain Saďss (captain),,32,65,1,0,Turkey,Be?ikta?
2022,604,Morocco,F,Midfielder,Hakim Ziyech,,29,42,17,0,England,Chelsea
2022,605,Morocco,F,Midfielder,Azzedine Ounahi,,22,9,2,0,France,Angers
2022,606,Morocco,F,Forward,Abderrazak Hamdallah,,31,17,6,0,Saudi Arabia,Al-Ittihad
2022,607,Morocco,F,Midfielder,Amine Harit,,25,16,0,0,France,Marseille
2022,608,Morocco,F,Forward,Abdelhamid Sabiri,,25,2,1,0,Italy,Sampdoria
2022,609,Morocco,F,Goalkeeper,Munir Mohamedi,,33,43,0,0,Saudi Arabia,Al-Wehda
2022,610,Morocco,F,Midfielder,Ilias Chair,,25,10,1,0,England,Queens Park Rangers
2022,611,Morocco,F,Midfielder,Zakaria Aboukhlal,,22,12,2,0,France,Toulouse
2022,612,Morocco,F,Midfielder,Selim Amallah,,26,23,4,0,Belgium,Standard Ličge
2022,613,Morocco,F,Forward,Abde Ezzalzouli,,20,2,0,0,Spain,Osasuna
2022,614,Morocco,F,Midfielder,Sofiane Boufal,,29,31,5,0,France,Angers
2022,615,Morocco,F,Defender,Jawad El Yamiq,,30,11,2,0,Spain,Valladolid
2022,616,Morocco,F,Forward,Youssef En-Nesyri,,25,49,14,1,Spain,Sevilla
2022,617,Morocco,F,Defender,Achraf Dari,,23,4,0,0,France,Brest
2022,618,Morocco,F,Forward,Walid Cheddira,,24,2,0,0,Italy,Bari
2022,619,Morocco,F,Goalkeeper,Ahmed Reda Tagnaouti,,26,3,0,0,Morocco,Wydad AC
2022,620,Morocco,F,Midfielder,Bilal El Khannous,,18,0,0,0,Belgium,Genk
2022,621,Morocco,F,Defender,Badr Benoun,,29,3,0,0,Qatar,Qatar SC
2022,622,Morocco,F,Defender,Yahia Attiyat Allah,,27,1,0,0,Morocco,Wydad AC
2022,623,Morocco,F,Midfielder,Yahya Jabrane,,31,4,0,0,Morocco,Wydad AC
2022,624,Brazil,G,Goalkeeper,Alisson,,30,57,0,0,England,Liverpool
2022,625,Brazil,G,Defender,Danilo,,31,46,1,0,Italy,Juventus
2022,626,Brazil,G,Defender,Thiago Silva (captain),,38,109,7,2,England,Chelsea
2022,627,Brazil,G,Defender,Marquinhos,,28,71,5,0,France,Paris Saint-Germain
2022,628,Brazil,G,Midfielder,Casemiro,,30,65,5,0,England,Manchester United
2022,629,Brazil,G,Defender,Alex Sandro,,31,37,2,0,Italy,Juventus
2022,630,Brazil,G,Midfielder,Lucas Paquetá,,25,35,7,0,England,West Ham United
2022,631,Brazil,G,Midfielder,Fred,,29,28,0,2,England,Manchester United
2022,632,Brazil,G,Forward,Richarlison,,25,38,17,0,England,Tottenham Hotspur
2022,633,Brazil,G,Forward,Neymar,,30,121,75,6,France,Paris Saint-Germain
2022,634,Brazil,G,Forward,Raphinha,,25,11,5,0,Spain,Barcelona
2022,635,Brazil,G,Goalkeeper,Weverton,,34,8,0,0,Brazil,Palmeiras
2022,636,Brazil,G,Defender,Dani Alves,,39,124,8,0,Mexico,UNAM
2022,637,Brazil,G,Defender,Éder Milităo,,24,23,1,0,Spain,Real Madrid
2022,638,Brazil,G,Midfielder,Fabinho,,29,28,0,0,England,Liverpool
2022,639,Brazil,G,Defender,Alex Telles,,29,8,0,0,Spain,Sevilla
2022,640,Brazil,G,Midfielder,Bruno Guimarăes,,25,8,1,0,England,Newcastle United
2022,641,Brazil,G,Forward,Gabriel Jesus,,25,56,19,0,England,Arsenal
2022,642,Brazil,G,Forward,Antony,,22,11,2,0,England,Manchester United
2022,643,Brazil,G,Forward,Vinícius Júnior,,22,16,1,0,Spain,Real Madrid
2022,644,Brazil,G,Forward,Rodrygo,,21,5,1,0,Spain,Real Madrid
2022,645,Brazil,G,Midfielder,Éverton Ribeiro,,33,21,3,0,Brazil,Flamengo
2022,646,Brazil,G,Goalkeeper,Ederson,,29,18,0,0,England,Manchester City
2022,647,Brazil,G,Defender,Bremer,,25,1,0,0,Italy,Juventus
2022,648,Brazil,G,Forward,Pedro,,25,2,1,0,Brazil,Flamengo
2022,649,Brazil,G,Forward,Gabriel Martinelli,,21,3,0,0,England,Arsenal
2022,650,Cameroon,G,Goalkeeper,Simon Ngapandouetnbu,,19,0,0,0,France,Marseille
2022,651,Cameroon,G,Defender,Jerome Ngom Mbekeli,,24,0,0,0,Cameroon,Colombe Sportive
2022,652,Cameroon,G,Defender,Nicolas Nkoulou,,32,76,2,0,Greece,Aris
2022,653,Cameroon,G,Defender,Christopher Wooh,,21,1,0,0,France,Rennes
2022,654,Cameroon,G,Midfielder,Gaël Ondoua,,27,3,0,0,Germany,Hannover 96
2022,655,Cameroon,G,Forward,Moumi Ngamaleu,,28,41,4,0,Russia,Dynamo Moscow
2022,656,Cameroon,G,Midfielder,Georges-Kévin Nkoudou,,27,1,0,0,Turkey,Be?ikta?
2022,657,Cameroon,G,Midfielder,André-Frank Zambo Anguissa,,27,42,5,0,Italy,Napoli
2022,658,Cameroon,G,Forward,Jean-Pierre Nsame,,29,3,0,0,Switzerland,Young Boys
2022,659,Cameroon,G,Forward,Vincent Aboubakar (captain),,30,88,33,0,Saudi Arabia,Al-Nassr
2022,660,Cameroon,G,Forward,Christian Bassogog,,27,42,7,0,China,Shanghai Shenhua
2022,661,Cameroon,G,Forward,Karl Toko Ekambi,,30,50,12,0,France,Lyon
2022,662,Cameroon,G,Forward,Eric Maxim Choupo-Moting,,33,68,18,0,Germany,Bayern Munich
2022,663,Cameroon,G,Midfielder,Samuel Gouet,,24,21,0,0,Belgium,Mechelen
2022,664,Cameroon,G,Midfielder,Pierre Kunde,,27,30,1,0,Greece,Olympiacos
2022,665,Cameroon,G,Goalkeeper,Devis Epassy,,29,5,0,0,Saudi Arabia,Abha
2022,666,Cameroon,G,Defender,Olivier Mbaizo,,25,11,0,0,United States,Philadelphia Union
2022,667,Cameroon,G,Midfielder,Martin Hongla,,24,17,0,0,Italy,Hellas Verona
2022,668,Cameroon,G,Defender,Collins Fai,,30,50,0,0,Saudi Arabia,Al-Tai
2022,669,Cameroon,G,Forward,Bryan Mbeumo,,23,1,0,0,England,Brentford
2022,670,Cameroon,G,Defender,Jean-Charles Castelletto,,27,12,0,0,France,Nantes
2022,671,Cameroon,G,Midfielder,Olivier Ntcham,,26,2,0,0,Wales,Swansea City
2022,672,Cameroon,G,Goalkeeper,André Onana,,26,31,0,0,Italy,Internazionale
2022,673,Cameroon,G,Defender,Enzo Ebosse,,23,1,0,0,Italy,Udinese
2022,674,Cameroon,G,Defender,Nouhou Tolo,,25,16,0,0,United States,Seattle Sounders FC
2022,675,Cameroon,G,Midfielder,Souaibou Marou,,21,0,0,0,Cameroon,Coton Sport
2022,676,Serbia,G,Goalkeeper,Marko Dmitrovi?,,30,19,0,0,Spain,Sevilla
2022,677,Serbia,G,Defender,Strahinja Pavlovi?,,21,21,1,0,Austria,Red Bull Salzburg
2022,678,Serbia,G,Defender,Strahinja Erakovi?,,21,1,0,0,Serbia,Red Star Belgrade
2022,679,Serbia,G,Defender,Nikola Milenkovi?,,25,37,3,0,Italy,Fiorentina
2022,680,Serbia,G,Defender,Miloš Veljkovi?,,27,21,0,0,Germany,Werder Bremen
2022,681,Serbia,G,Midfielder,Nemanja Maksimovi?,,27,39,0,0,Spain,Getafe
2022,682,Serbia,G,Forward,Nemanja Radonji?,,26,36,5,0,Italy,Torino
2022,683,Serbia,G,Midfielder,Nemanja Gudelj,,31,48,1,0,Spain,Sevilla
2022,684,Serbia,G,Forward,Aleksandar Mitrovi?,,28,76,50,1,England,Fulham
2022,685,Serbia,G,Forward,Dušan Tadi? (captain),,34,90,18,0,Netherlands,Ajax
2022,686,Serbia,G,Forward,Luka Jovi?,,24,28,9,0,Italy,Fiorentina
2022,687,Serbia,G,Goalkeeper,Predrag Rajkovi?,,27,28,0,0,Spain,Mallorca
2022,688,Serbia,G,Defender,Stefan Mitrovi?,,32,34,0,0,Spain,Getafe
2022,689,Serbia,G,Midfielder,Andrija Živkovi?,,26,28,1,0,Greece,PAOK
2022,690,Serbia,G,Defender,Sr?an Babi?,,26,2,0,0,Spain,Almería
2022,691,Serbia,G,Midfielder,Saša Luki?,,26,32,2,0,Italy,Torino
2022,692,Serbia,G,Midfielder,Filip Kosti?,,30,50,3,0,Italy,Juventus
2022,693,Serbia,G,Forward,Dušan Vlahovi?,,22,16,8,0,Italy,Juventus
2022,694,Serbia,G,Midfielder,Uroš Ra?i?,,24,9,0,0,Portugal,Braga
2022,695,Serbia,G,Midfielder,Sergej Milinkovi?-Savi?,,27,35,6,0,Italy,Lazio
2022,696,Serbia,G,Forward,Filip ?uri?i?,,30,36,4,0,Italy,Sampdoria
2022,697,Serbia,G,Midfielder,Darko Lazovi?,,32,25,0,0,Italy,Hellas Verona
2022,698,Serbia,G,Goalkeeper,Vanja Milinkovi?-Savi?,,25,6,0,0,Italy,Torino
2022,699,Serbia,G,Midfielder,Ivan Ili?,,21,5,0,0,Italy,Hellas Verona
2022,700,Serbia,G,Defender,Filip Mladenovi?,,31,19,1,0,Poland,Legia Warsaw
2022,701,Serbia,G,Midfielder,Marko Gruji?,,26,17,0,0,Portugal,Porto
2022,702,Switzerland,G,Goalkeeper,Yann Sommer,,33,76,0,0,Germany,Borussia Mönchengladbach
2022,703,Switzerland,G,Defender,Edimilson Fernandes,,26,22,2,0,Germany,Mainz 05
2022,704,Switzerland,G,Defender,Silvan Widmer,,29,33,2,0,Germany,Mainz 05
2022,705,Switzerland,G,Defender,Nico Elvedi,,26,40,1,0,Germany,Borussia Mönchengladbach
2022,706,Switzerland,G,Defender,Manuel Akanji,,27,42,1,0,England,Manchester City
2022,707,Switzerland,G,Midfielder,Denis Zakaria,,26,42,3,0,England,Chelsea
2022,708,Switzerland,G,Forward,Breel Embolo,,25,58,11,0,France,Monaco
2022,709,Switzerland,G,Midfielder,Remo Freuler,,30,48,5,0,England,Nottingham Forest
2022,710,Switzerland,G,Forward,Haris Seferovic,,30,88,25,1,Turkey,Galatasaray
2022,711,Switzerland,G,Midfielder,Granit Xhaka (captain),,30,106,12,2,England,Arsenal
2022,712,Switzerland,G,Defender,Renato Steffen,,31,27,1,0,Switzerland,Lugano
2022,713,Switzerland,G,Goalkeeper,Jonas Omlin,,28,4,0,0,France,Montpellier
2022,714,Switzerland,G,Defender,Ricardo Rodriguez,,30,100,9,0,Italy,Torino
2022,715,Switzerland,G,Midfielder,Michel Aebischer,,25,11,0,0,Italy,Bologna
2022,716,Switzerland,G,Midfielder,Djibril Sow,,25,32,0,0,Germany,Eintracht Frankfurt
2022,717,Switzerland,G,Midfielder,Christian Fassnacht,,29,15,4,0,Switzerland,Young Boys
2022,718,Switzerland,G,Forward,Ruben Vargas,,24,26,4,0,Germany,FC Augsburg
2022,719,Switzerland,G,Defender,Eray Cömert,,24,9,0,0,Spain,Valencia
2022,720,Switzerland,G,Forward,Noah Okafor,,22,8,2,0,Austria,Red Bull Salzburg
2022,721,Switzerland,G,Midfielder,Fabian Frei,,33,22,3,0,Switzerland,Basel
2022,722,Switzerland,G,Goalkeeper,Gregor Kobel,,24,3,0,0,Germany,Borussia Dortmund
2022,723,Switzerland,G,Defender,Fabian Schär,,30,72,8,0,England,Newcastle United
2022,724,Switzerland,G,Midfielder,Xherdan Shaqiri,,31,108,26,4,United States,Chicago Fire FC
2022,725,Switzerland,G,Goalkeeper,Philipp Köhn,,24,0,0,0,Austria,Red Bull Salzburg
2022,726,Switzerland,G,Midfielder,Fabian Rieder,,20,0,0,0,Switzerland,Young Boys
2022,727,Switzerland,G,Midfielder,Ardon Jashari,,20,1,0,0,Switzerland,Luzern
2022,728,Ghana,H,Goalkeeper,Lawrence Ati-Zigi,,25,10,0,0,Switzerland,St. Gallen
2022,729,Ghana,H,Defender,Tariq Lamptey,,22,1,0,0,England,Brighton & Hove Albion
2022,730,Ghana,H,Defender,Denis Odoi,,34,4,0,0,Belgium,Club Brugge
2022,731,Ghana,H,Defender,Mohammed Salisu,,23,1,0,0,England,Southampton
2022,732,Ghana,H,Midfielder,Thomas Partey,,29,40,14,0,England,Arsenal
2022,733,Ghana,H,Midfielder,Elisha Owusu,,25,2,0,0,Belgium,Gent
2022,734,Ghana,H,Midfielder,Abdul Fatawu Issahaku,,18,11,0,0,Portugal,Sporting CP
2022,735,Ghana,H,Midfielder,Daniel-Kofi Kyereh,,26,12,0,0,Germany,SC Freiburg
2022,736,Ghana,H,Forward,Jordan Ayew,,31,82,20,0,England,Crystal Palace
2022,737,Ghana,H,Forward,André Ayew (captain),,32,107,23,2,Qatar,Al-Sadd
2022,738,Ghana,H,Midfielder,Osman Bukari,,23,5,1,0,Serbia,Red Star Belgrade
2022,739,Ghana,H,Goalkeeper,Ibrahim Danlad,,19,0,0,0,Ghana,Asante Kotoko
2022,740,Ghana,H,Midfielder,Daniel Afriyie,,21,1,0,0,Ghana,Hearts of Oak
2022,741,Ghana,H,Defender,Gideon Mensah,,24,10,0,0,France,Auxerre
2022,742,Ghana,H,Defender,Joseph Aidoo,,27,10,0,0,Spain,Celta Vigo
2022,743,Ghana,H,Goalkeeper,Abdul Manaf Nurudeen,,23,2,0,0,Belgium,Eupen
2022,744,Ghana,H,Defender,Baba Rahman,,28,47,1,0,England,Reading
2022,745,Ghana,H,Defender,Daniel Amartey,,27,43,0,0,England,Leicester City
2022,746,Ghana,H,Forward,Ińaki Williams,,28,2,0,0,Spain,Athletic Bilbao
2022,747,Ghana,H,Midfielder,Mohammed Kudus,,22,16,4,0,Netherlands,Ajax
2022,748,Ghana,H,Midfielder,Salis Abdul Samed,,22,0,0,0,France,Lens
2022,749,Ghana,H,Midfielder,Kamaldeen Sulemana,,20,11,0,0,France,Rennes
2022,750,Ghana,H,Defender,Alexander Djiku,,28,18,1,0,France,Strasbourg
2022,751,Ghana,H,Midfielder,Kamal Sowah,,22,0,0,0,Belgium,Club Brugge
2022,752,Ghana,H,Forward,Antoine Semenyo,,22,1,0,0,England,Bristol City
2022,753,Ghana,H,Defender,Alidu Seidu,,22,2,0,0,France,Clermont
2022,754,Portugal,H,Goalkeeper,Rui Patrício,,34,104,0,0,Italy,Roma
2022,755,Portugal,H,Defender,Diogo Dalot,,23,6,2,0,England,Manchester United
2022,756,Portugal,H,Defender,Pepe,,39,128,7,1,Portugal,Porto
2022,757,Portugal,H,Defender,Rúben Dias,,25,39,2,0,England,Manchester City
2022,758,Portugal,H,Defender,Raphaël Guerreiro,,28,56,3,0,Germany,Borussia Dortmund
2022,759,Portugal,H,Midfielder,Joăo Palhinha,,27,15,2,0,England,Fulham
2022,760,Portugal,H,Forward,Cristiano Ronaldo (captain),,37,191,117,7,England,Manchester United
2022,761,Portugal,H,Midfielder,Bruno Fernandes,,28,48,9,0,England,Manchester United
2022,762,Portugal,H,Forward,André Silva,,27,51,19,0,Germany,RB Leipzig
2022,763,Portugal,H,Forward,Bernardo Silva,,28,72,8,0,England,Manchester City
2022,764,Portugal,H,Forward,Joăo Félix,,23,23,3,0,Spain,Atlético Madrid
2022,765,Portugal,H,Goalkeeper,José Sá,,29,0,0,0,England,Wolverhampton Wanderers
2022,766,Portugal,H,Defender,Danilo Pereira,,31,63,2,0,France,Paris Saint-Germain
2022,767,Portugal,H,Midfielder,William Carvalho,,30,75,5,0,Spain,Real Betis
2022,768,Portugal,H,Forward,Rafael Leăo,,23,11,0,0,Italy,Milan
2022,769,Portugal,H,Midfielder,Vitinha,,22,4,0,0,France,Paris Saint-Germain
2022,770,Portugal,H,Midfielder,Joăo Mário,,29,52,2,0,Portugal,Benfica
2022,771,Portugal,H,Midfielder,Rúben Neves,,25,32,0,0,England,Wolverhampton Wanderers
2022,772,Portugal,H,Defender,Nuno Mendes,,20,16,0,0,France,Paris Saint-Germain
2022,773,Portugal,H,Defender,Joăo Cancelo,,28,37,7,0,England,Manchester City
2022,774,Portugal,H,Forward,Ricardo Horta,,28,5,1,0,Portugal,Braga
2022,775,Portugal,H,Goalkeeper,Diogo Costa,,23,7,0,0,Portugal,Porto
2022,776,Portugal,H,Midfielder,Matheus Nunes,,24,9,1,0,England,Wolverhampton Wanderers
2022,777,Portugal,H,Defender,António Silva,,19,0,0,0,Portugal,Benfica
2022,778,Portugal,H,Midfielder,Otávio,,27,7,2,0,Portugal,Porto
2022,779,Portugal,H,Forward,Gonçalo Ramos,,21,0,0,0,Portugal,Benfica
2022,780,South Korea,H,Goalkeeper,Kim Seung-gyu,,32,67,0,0,Saudi Arabia,Al-Shabab
2022,781,South Korea,H,Defender,Yoon Jong-gyu,,24,4,0,0,South Korea,FC Seoul
2022,782,South Korea,H,Defender,Kim Jin-su,,30,61,2,0,South Korea,Jeonbuk Hyundai Motors
2022,783,South Korea,H,Defender,Kim Min-jae,,26,44,3,0,Italy,Napoli
2022,784,South Korea,H,Midfielder,Jung Woo-young,,32,66,3,0,Qatar,Al-Sadd
2022,785,South Korea,H,Midfielder,Hwang In-beom,,26,37,4,0,Greece,Olympiacos
2022,786,South Korea,H,Midfielder,Son Heung-min (captain),,30,104,35,3,England,Tottenham Hotspur
2022,787,South Korea,H,Midfielder,Paik Seung-ho,,25,14,2,0,South Korea,Jeonbuk Hyundai Motors
2022,788,South Korea,H,Forward,Cho Gue-sung,,24,16,4,0,South Korea,Jeonbuk Hyundai Motors
2022,789,South Korea,H,Midfielder,Lee Jae-sung,,30,64,9,0,Germany,Mainz 05
2022,790,South Korea,H,Midfielder,Hwang Hee-chan,,26,49,9,0,England,Wolverhampton Wanderers
2022,791,South Korea,H,Goalkeeper,Song Bum-keun,,25,1,0,0,South Korea,Jeonbuk Hyundai Motors
2022,792,South Korea,H,Midfielder,Son Jun-ho,,30,15,0,0,China,Shandong Taishan
2022,793,South Korea,H,Defender,Hong Chul,,32,46,1,0,South Korea,Daegu FC
2022,794,South Korea,H,Defender,Kim Moon-hwan,,27,22,0,0,South Korea,Jeonbuk Hyundai Motors
2022,795,South Korea,H,Forward,Hwang Ui-jo,,30,49,16,0,Greece,Olympiacos
2022,796,South Korea,H,Midfielder,Na Sang-ho,,26,24,2,0,South Korea,FC Seoul
2022,797,South Korea,H,Midfielder,Lee Kang-in,,21,6,0,0,Spain,Mallorca
2022,798,South Korea,H,Defender,Kim Young-gwon,,32,96,6,1,South Korea,Ulsan Hyundai
2022,799,South Korea,H,Defender,Kwon Kyung-won,,30,28,2,0,Japan,Gamba Osaka
2022,800,South Korea,H,Goalkeeper,Jo Hyeon-woo,,31,22,0,0,South Korea,Ulsan Hyundai
2022,801,South Korea,H,Midfielder,Kwon Chang-hoon,,28,42,12,0,South Korea,Gimcheon Sangmu
2022,802,South Korea,H,Defender,Kim Tae-hwan,,33,19,0,0,South Korea,Ulsan Hyundai
2022,803,South Korea,H,Defender,Cho Yu-min,,26,4,0,0,South Korea,Daejeon Hana Citizen
2022,804,South Korea,H,Midfielder,Jeong Woo-yeong,,23,9,2,0,Germany,SC Freiburg
2022,805,South Korea,H,Midfielder,Song Min-kyu,,23,13,1,0,South Korea,Jeonbuk Hyundai Motors
2022,806,Uruguay,H,Goalkeeper,Fernando Muslera,,36,133,0,0,Turkey,Galatasaray
2022,807,Uruguay,H,Defender,José Giménez,,27,78,8,1,Spain,Atlético Madrid
2022,808,Uruguay,H,Defender,Diego Godín (captain),,36,159,8,1,Argentina,Vélez Sarsfield
2022,809,Uruguay,H,Defender,Ronald Araújo,,23,12,0,0,Spain,Barcelona
2022,810,Uruguay,H,Midfielder,Matías Vecino,,31,62,4,0,Italy,Lazio
2022,811,Uruguay,H,Midfielder,Rodrigo Bentancur,,25,51,1,0,England,Tottenham Hotspur
2022,812,Uruguay,H,Midfielder,Nicolás de la Cruz,,25,17,2,0,Argentina,River Plate
2022,813,Uruguay,H,Forward,Facundo Pellistri,,20,7,0,0,England,Manchester United
2022,814,Uruguay,H,Forward,Luis Suárez,,35,134,68,7,Uruguay,Nacional
2022,815,Uruguay,H,Midfielder,Giorgian de Arrascaeta,,28,40,8,0,Brazil,Flamengo
2022,816,Uruguay,H,Forward,Darwin Núńez,,23,13,3,0,England,Liverpool
2022,817,Uruguay,H,Goalkeeper,Sebastián Sosa,,36,1,0,0,Argentina,Independiente
2022,818,Uruguay,H,Defender,Guillermo Varela,,29,9,0,0,Brazil,Flamengo
2022,819,Uruguay,H,Midfielder,Lucas Torreira,,26,40,0,0,Turkey,Galatasaray
2022,820,Uruguay,H,Midfielder,Federico Valverde,,24,44,4,0,Spain,Real Madrid
2022,821,Uruguay,H,Defender,Mathías Olivera,,25,8,0,0,Italy,Napoli
2022,822,Uruguay,H,Defender,Matías Vińa,,25,26,0,0,Italy,Roma
2022,823,Uruguay,H,Forward,Maxi Gómez,,26,27,4,0,Turkey,Trabzonspor
2022,824,Uruguay,H,Defender,Sebastián Coates,,32,47,1,0,Portugal,Sporting CP
2022,825,Uruguay,H,Forward,Facundo Torres,,22,10,0,0,United States,Orlando City SC
2022,826,Uruguay,H,Forward,Edinson Cavani,,35,133,58,5,Spain,Valencia
2022,827,Uruguay,H,Defender,Martín Cáceres,,35,115,4,0,United States,LA Galaxy
2022,828,Uruguay,H,Goalkeeper,Sergio Rochet,,29,8,0,0,Uruguay,Nacional
2022,829,Uruguay,H,Midfielder,Agustín Canobbio,,24,3,0,0,Brazil,Athletico Paranaense
2022,830,Uruguay,H,Midfielder,Manuel Ugarte,,21,6,0,0,Portugal,Sporting CP
2022,831,Uruguay,H,Defender,José Luis Rodríguez,,25,0,0,0,Uruguay,Nacional
